id	CHR	START	STOP	nsnps	logBF_locus.a	logBF_locus.a,b	logBF_locus.a,c	logBF_locus.a,bc	logBF_locus.a,b,c	logBF_locus.b	logBF_locus.b,c	logBF_locus.ac,b	logBF_locus.c	logBF_locus.ab,c	logBF_locus.ab	logBF_locus.ac	logBF_locus.bc	logBF_locus.abc	logBF_locus.zero	bf.a	bf.a,b	bf.a,c	bf.a,bc	bf.a,b,c	bf.b	bf.b,c	bf.ac,b	bf.c	bf.ab,c	bf.ab	bf.ac	bf.bc	bf.abc	bf.zero	PPA.a	PPA.a,b	PPA.a,c	PPA.a,bc	PPA.a,b,c	PPA.b	PPA.b,c	PPA.ac,b	PPA.c	PPA.ab,c	PPA.ab	PPA.ac	PPA.bc	PPA.abc	PPA.zero	best.snp.a	best.snp.b	best.snp.ab	best.snp.c	best.snp.ac	best.snp.bc	best.snp.abc	best.snp.PPA.a	best.snp.PPA.b	best.snp.PPA.ab	best.snp.PPA.c	best.snp.PPA.ac	best.snp.PPA.bc	best.snp.PPA.abc	minpi	minpi.snp	minpi.snp.betas	best.snp.se	best.snp.betas	best.snp.se
ENSG00000182511_cg06330618	15	91409409	91447867	53	17.6223513539664	26.1227029411173	20.4573712957725	26.9947360848718	32.9367390434154	8.5069464637271	11.3414655568205	26.7837456002791	2.83716399644609	27.9097594422186	25.0748318973888	18.2836788771244	9.37795945954886	25.7783050209982	0	21.5926432675185	34.0632867682216	28.3979551228768	34.9353199119761	40.8773228705197	12.4772383772792	19.2820493839248	34.7243294273833	6.80745590999821	35.8503432693228	29.0451238109409	22.2539707906766	13.348251373101	29.7485969345504	0	0.019	0.49	0.0017	0.012	0.045	2.1e-06	1.9e-07	0.0095	7.2e-09	0.029	0.33	0.00037	5e-08	0.066	7.9e-08	15:91416550	15:91416550	15:91416550	15:91416550	15:91426560	15:91416550	15:91416550	0.43	0.43	0.42	0.087	0.076	0.078	0.066	2.3e-12,1.89e-07,6.88e-05	15:91426560,15:91416550,15:91425232	-0.0784048829742783,-0.0976094749914052,0.00871372814808794	0.00208,0.00208,0.00208,0.00208,0.00206,0.00208,0.00208	0.00401,0.00401,0.00401,0.00401,0.00335,0.00401,0.00401	0.00208,0.00208,0.00208,0.00208,0.00206,0.00208,0.00208
ENSG00000140564_cg13410000	15	91361936	91376978	53	0.682307835702567	-0.02848639787819	2.75474298299872	2.00101647468658	6.03942520971096	-0.690396496857001	1.36904278479604	0.695141702821496	2.0773196348649	2.13216087252746	0.0596903909276247	1.40578723651142	1.32423544119134	0.775927168676718	0	4.65259974925469	7.91209742922605	10.695326810103	9.94160030179082	13.9800090368152	3.27989541669512	9.30962661190028	8.63572552992574	6.04761154841702	10.0727446996317	4.02998230447975	5.37607915006354	5.29452735474346	4.74621908222884	0	0.0099	2.6e-05	0.00042	2e-06	1.1e-06	0.0025	1e-04	5.3e-07	0.04	2.2e-06	5.3e-05	2e-04	0.00019	1.1e-05	0.95	15:91375065	15:91375065	15:91375065	15:91375065	15:91375065	15:91362488	15:91375065	0.00027	0.00026	6.6e-05	0.00041	0.00022	2e-04	1.1e-05	0.000753,0.235,0.000143	15:91375065,15:91363303,15:91362488	-0.04470452178448,-0.0151193464190815,-0.00921292676490734	0.00282,0.00282,0.00282,0.00282,0.00282,0.00234,0.00282	0.00527,0.00527,0.00527,0.00527,0.00527,-0.00921,0.00527	0.00282,0.00282,0.00282,0.00282,0.00282,0.00234,0.00282
ENSG00000140564_cg25647583	15	91407197	91446472	53	17.6226042078804	33.9458781886417	19.4245889378726	37.362513739093	42.2175412887801	18.8152216782506	20.6168255549506	37.3127729838239	1.93627628212329	42.1188911143565	40.3217440664101	21.4550358600664	22.6502991749972	44.1872020187468	0	21.5928961214325	41.8864620157459	27.3651727649769	45.3030975661973	50.1581251158844	22.7855135918027	28.5574093820549	45.2533568109281	5.90656819567542	50.0594749414608	44.2920359799622	25.4253277736185	26.6205910885494	48.1574939322989	0	2.4e-09	0.00016	7.7e-11	4.7e-05	6.1e-05	7.9e-09	2.5e-10	4.5e-05	3.7e-16	0.0055	0.17	1.1e-09	3.6e-09	0.82	1e-14	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	1	1	1	0.82	0.82	0.82	0.82	2.3e-12,4.49e-13,0.000248	15:91426560,15:91426560,15:91426560	-0.0784048829742783,0.0709706743716413,0.00751478863591783	0.00198,0.00198,0.00198,0.00198,0.00198,0.00198,0.00198	0.00751,0.00751,0.00751,0.00751,0.00751,0.00751,0.00751	0.00198,0.00198,0.00198,0.00198,0.00198,0.00198,0.00198
ENSG00000182511_cg25647583	15	91407197	91446472	53	17.6226042078804	26.1134851785215	19.4245889378726	28.9459607921537	32.026233411458	8.49747082007905	10.3863015205802	29.9492408702834	1.93627628212329	26.9367140059646	25.064849048434	21.4550358600664	11.3322381435566	28.196918629666	0	21.5928961214325	34.0540690056257	27.3651727649769	36.8865446192579	39.9668172385622	12.4677627336312	18.3268853476845	37.8898246973876	5.90656819567542	34.8772978330688	29.0351409619861	25.4253277736185	15.3025300571087	32.1672105432181	0	0.0099	0.25	0.00032	0.043	0.0094	1.1e-06	3.8e-08	0.12	1.5e-09	0.0058	0.17	0.0046	1.8e-07	0.39	4.1e-08	15:91416550	15:91416550	15:91416550	15:91426560	15:91426560	15:91416550	15:91416550	0.68	0.6	0.56	0.55	0.51	0.43	0.39	2.3e-12,1.89e-07,0.000248	15:91426560,15:91416550,15:91426560	-0.0784048829742783,-0.0976094749914052,0.00751478863591783	0.00203,0.00203,0.00203,0.00198,0.00198,0.00203,0.00203	0.00706,0.00706,0.00706,0.00751,0.00751,0.00706,0.00706	0.00203,0.00203,0.00203,0.00198,0.00198,0.00203,0.00203
ENSG00000140564_cg05122887	15	91405684	91443170	57	17.5499167805695	33.7874779801931	17.6077940242518	33.9067765422299	40.3788091897102	18.7265474900301	18.7842938649899	33.8184695930853	0.0778285292570366	40.2904732795916	40.232874213893	17.7463758225085	18.9294793095947	40.4430411851628	0	21.5929680484041	41.8735805158622	25.6938965599209	41.992879077899	48.4649117253793	22.7695987578646	26.870396400659	41.9045721287544	4.12087979709159	48.3765758152607	44.2759254817276	21.7894270903431	22.9725305774292	44.4860924529973	0	1.2e-08	8e-04	7.5e-11	9e-06	5.8e-05	4e-08	2.4e-10	8.3e-06	3.2e-16	0.0053	0.88	1.5e-10	5e-10	0.11	5.2e-14	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	1	1	1	0.11	0.11	0.11	0.11	2.3e-12,4.49e-13,0.00172	15:91426560,15:91426560,15:91424574	-0.0784048829742783,0.0709706743716413,-0.00828838942707084	0.00222,0.00222,0.00222,0.00222,0.00222,0.00222,0.00222	-0.00331,-0.00331,-0.00331,-0.00331,-0.00331,-0.00331,-0.00331	0.00222,0.00222,0.00222,0.00222,0.00222,0.00222,0.00222
ENSG00000182511_cg05122887	15	91405684	91443170	57	17.5499167805695	25.9621954938676	17.6077940242518	25.9215815772398	30.0895668825483	8.41886582111142	8.48099429099513	26.1603947582697	0.0778285292570366	25.0490753014325	24.9859012216598	17.7463758225085	8.37781507409544	24.8764514714682	0	21.5929680484041	34.0482980295367	25.6938965599209	34.0076841129089	38.1756694182174	12.461917088946	16.5670968266642	34.2464972939388	4.12087979709159	33.1351778371016	29.0289524894944	21.7894270903431	12.42086634193	28.9195027393028	0	0.022	0.56	0.00013	0.0054	0.0035	2.4e-06	1.4e-08	0.0068	5.6e-10	0.0022	0.37	0.00026	2.3e-08	0.033	9.1e-08	15:91416550	15:91416550	15:91416550	15:91426560	15:91426560	15:91416550	15:91416550	0.41	0.41	0.4	0.045	0.04	0.038	0.033	2.3e-12,1.89e-07,0.00172	15:91426560,15:91416550,15:91424574	-0.0784048829742783,-0.0976094749914052,-0.00828838942707084	0.00227,0.00227,0.00227,0.00222,0.00222,0.00227,0.00227	-0.00222,-0.00222,-0.00222,-0.00331,-0.00331,-0.00222,-0.00222	0.00227,0.00227,0.00227,0.00222,0.00222,0.00227,0.00227
ENSG00000140564_cg26405020	15	91407740	91446472	52	17.6414591083314	33.9858699993331	18.6189226911115	36.20791261037	41.4152702430434	18.8399709093355	19.8170762426761	36.1406250800461	1.06771651160586	41.3212059251771	40.3466252430279	20.210493020769	21.412789933256	42.9456826412353	0	21.5927028269128	41.8883574364959	26.5214101282744	44.1104000475329	49.3177576802062	22.791214627917	27.7195636798389	44.043112517209	5.01896023018729	49.2236933623399	44.2978689616093	24.1617367393504	25.3640336518375	46.8969263598167	0	5.8e-09	0.00038	8.1e-11	3.5e-05	6.4e-05	1.9e-08	2.7e-10	3.3e-05	3.7e-16	0.0058	0.42	7.6e-10	2.5e-09	0.57	2.4e-14	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	1	1	1	0.57	0.57	0.57	0.57	2.3e-12,4.49e-13,0.00184	15:91426560,15:91426560,15:91426560	-0.0784048829742783,0.0709706743716413,0.00655183799517725	0.00205,0.00205,0.00205,0.00205,0.00205,0.00205,0.00205	0.00655,0.00655,0.00655,0.00655,0.00655,0.00655,0.00655	0.00205,0.00205,0.00205,0.00205,0.00205,0.00205,0.00205
ENSG00000182511_cg26405020	15	91407740	91446472	52	17.6414591083314	26.1528713054379	18.6189226911115	27.8098771136625	31.1781307217257	8.51800402149561	9.55037076440124	28.7251008336935	1.06771651160586	26.1076479376766	25.0854876199877	20.210493020769	10.1768780039192	26.9929475414318	0	21.5927028269128	34.0553587426008	26.5214101282744	35.7123645508253	39.0806181588886	12.469247740077	17.4528582015641	36.6275882708564	5.01896023018729	34.0101353748394	29.0367313385691	24.1617367393504	14.1281217225006	30.9441912600132	0	0.016	0.42	0.00023	0.022	0.0065	1.8e-06	2.6e-08	0.056	1e-09	0.0041	0.28	0.0021	9.4e-08	0.19	6.9e-08	15:91416550	15:91416550	15:91416550	15:91426560	15:91426560	15:91416550	15:91416550	0.53	0.5	0.47	0.27	0.25	0.21	0.19	2.3e-12,1.89e-07,0.00184	15:91426560,15:91416550,15:91426560	-0.0784048829742783,-0.0976094749914052,0.00655183799517725	0.0021,0.0021,0.0021,0.00205,0.00205,0.0021,0.0021	0.00593,0.00593,0.00593,0.00655,0.00655,0.00593,0.00593	0.0021,0.0021,0.0021,0.00205,0.00205,0.0021,0.0021
ENSG00000140564_cg03209642	15	91407740	91446472	52	17.6414591083314	33.9858699993331	18.3390653185455	35.6431064959196	41.1360285497194	18.8399709093355	19.5392014295926	35.974357259513	0.763811261243905	41.0443641734224	40.3466252430279	19.6085956660988	20.7830702508522	42.3118207337689	0	21.5927028269128	41.8883574364959	26.2415527557083	43.5455939330824	49.0385159868823	22.791214627917	27.4416888667554	43.8768446966759	4.71505497982533	48.9468516105853	44.2978689616093	23.5598393846802	24.7343139694336	46.2630644523504	0	8e-09	0.00052	8.3e-11	2.7e-05	6.6e-05	2.6e-08	2.8e-10	3.8e-05	3.7e-16	0.0061	0.58	5.7e-10	1.8e-09	0.41	3.3e-14	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	1	1	1	0.41	0.41	0.41	0.41	2.3e-12,4.49e-13,0.00209	15:91426560,15:91426560,15:91416550	-0.0784048829742783,0.0709706743716413,0.00646427466405091	0.00204,0.00204,0.00204,0.00204,0.00204,0.00204,0.00204	0.00579,0.00579,0.00579,0.00579,0.00579,0.00579,0.00579	0.00204,0.00204,0.00204,0.00204,0.00204,0.00204,0.00204
ENSG00000182511_cg03209642	15	91407740	91446472	52	17.6414591083314	26.1528713054379	18.3390653185455	27.8890532835322	30.8739063515208	8.51800402149561	9.22933434867919	28.1170071379844	0.763811261243905	25.7515941772204	25.0854876199877	19.6085956660988	10.2596279559095	27.4262824012984	0	21.5927028269128	34.0553587426008	26.2415527557083	35.7915407206951	38.7763937886837	12.469247740077	17.131821785842	36.0194945751473	4.71505497982533	33.6540816143832	29.0367313385691	23.5598393846802	14.210871674491	31.3775261198798	0	0.015	0.39	0.00016	0.022	0.0044	1.7e-06	1.8e-08	0.028	7.1e-10	0.0026	0.26	0.0011	9.5e-08	0.27	6.4e-08	15:91416550	15:91416550	15:91416550	15:91416550	15:91426560	15:91416550	15:91416550	0.56	0.56	0.53	0.32	0.3	0.29	0.27	2.3e-12,1.89e-07,0.00209	15:91426560,15:91416550,15:91416550	-0.0784048829742783,-0.0976094749914052,0.00646427466405091	0.00205,0.00205,0.00205,0.00205,0.00204,0.00205,0.00205	0.00646,0.00646,0.00646,0.00646,0.00579,0.00646,0.00646	0.00205,0.00205,0.00205,0.00205,0.00204,0.00205,0.00205
ENSG00000140564_cg04612952	15	91361936	91383142	55	0.648137463563456	-0.063818032482029	1.89748011412836	1.17474538709372	5.23180996383758	-0.69226948915913	0.558888199564754	1.27278693277755	1.26898764876032	1.27489276766664	0.02552709762886	1.98471936082331	0.548274522449006	1.360948007185	0	4.65547064879593	7.95084833798291	9.91214648459331	9.18941175755866	13.2464763343025	3.31506369607334	8.5735545700297	9.28745330324249	5.27632083399279	9.28955913813158	4.03286028286133	5.99205254605579	4.55560770768148	5.36828119241748	0	0.01	2.7e-05	2e-04	9.5e-07	5.5e-07	0.0027	5.1e-05	1e-06	0.019	1e-06	5.5e-05	0.00039	9.2e-05	2.1e-05	0.97	15:91375065	15:91375065	15:91375065	15:91375065	15:91375065	15:91375065	15:91375065	0.00046	0.00017	7.6e-05	5e-04	0.00041	0.00011	2.1e-05	0.000753,0.235,0.00253	15:91375065,15:91363303,15:91365477	-0.04470452178448,-0.0151193464190815,-0.0114829269177993	0.00408,0.00408,0.00408,0.00408,0.00408,0.00408,0.00408	-0.00959,-0.00959,-0.00959,-0.00959,-0.00959,-0.00959,-0.00959	0.00408,0.00408,0.00408,0.00408,0.00408,0.00408,0.00408
ENSG00000140564_cg22145651	15	91400208	91439417	55	17.5856532357328	33.7923898399323	17.8456627239807	33.879748164777	40.5415244755878	18.6869114380337	18.9472583634907	34.1136126886306	0.274505756118172	40.4528966161843	40.1924552045978	17.6263887481026	18.704262542507	40.203157774657	0	21.5929864209653	41.8070562103972	25.8603290944456	41.8944145352419	48.5561908460528	22.6942446232662	26.9619247339557	42.1282790590955	4.28183894135064	48.4675629866492	44.1997883898303	21.6337219333351	22.7115957277394	44.2104909598895	0	1.4e-08	0.00082	9.8e-11	9e-06	7e-05	4.1e-08	2.9e-10	1.1e-05	4.2e-16	0.0064	0.9	1.4e-10	4.2e-10	0.091	5.7e-14	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	1	1	1	0.091	0.091	0.091	0.091	2.3e-12,4.49e-13,0.0373	15:91426560,15:91426560,15:91407197	-0.0784048829742783,0.0709706743716413,0.00617805621778686	0.00278,0.00278,0.00278,0.00278,0.00278,0.00278,0.00278	-0.00346,-0.00346,-0.00346,-0.00346,-0.00346,-0.00346,-0.00346	0.00278,0.00278,0.00278,0.00278,0.00278,0.00278,0.00278
ENSG00000182511_cg22145651	15	91400208	91439417	55	17.5856532357328	25.9639954683473	17.8456627239807	26.6507124892054	30.2525870639084	8.38526635591966	8.63194929378704	25.9996701509395	0.274505756118172	25.2513930016965	25.0020488794173	17.6263887481026	9.07132734791758	25.5888984719007	0	21.5929864209653	33.9786618388123	25.8603290944456	34.6653788596704	38.2672534343733	12.3925995411521	16.646615664252	34.0143365214045	4.28183894135064	33.2660593721614	29.0093820646498	21.6337219333351	13.0786605331501	29.5962316571332	0	0.022	0.53	0.00016	0.01	0.0038	2.2e-06	1.6e-08	0.0054	6.7e-10	0.0026	0.36	0.00023	4.4e-08	0.066	9.2e-08	15:91416550	15:91416550	15:91416550	15:91416550	15:91426560	15:91416550	15:91416550	0.44	0.44	0.43	0.082	0.071	0.076	0.066	2.3e-12,1.89e-07,0.0373	15:91426560,15:91416550,15:91407197	-0.0784048829742783,-0.0976094749914052,0.00617805621778686	0.0028,0.0028,0.0028,0.0028,0.00278,0.0028,0.0028	-0.00522,-0.00522,-0.00522,-0.00522,-0.00346,-0.00522,-0.00522	0.0028,0.0028,0.0028,0.0028,0.00278,0.0028,0.0028
ENSG00000140564_cg20992439	15	91410009	91449015	52	17.641345927669	34.0173913166386	18.8613019991046	35.4944597066415	41.6922975211479	18.8772810838037	20.0976719804811	35.6878166044946	1.24264818005642	41.6049315423013	40.3843306745848	19.0381751746116	20.2549790007182	41.7526545966064	0	21.5925896462505	41.9198787538014	26.7637894362675	43.3969471438043	49.5947849583108	22.8285248023851	28.000159417644	43.5903040416574	5.19389189863785	49.5074189794642	44.3355743931663	22.989418893193	24.2062227192996	45.7038983151879	0	9.4e-09	0.00063	1.7e-10	2.8e-05	0.00014	3.2e-08	5.7e-10	3.4e-05	7.1e-16	0.012	0.71	3.8e-10	1.3e-09	0.28	3.9e-14	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	1	1	1	0.28	0.28	0.28	0.28	2.3e-12,4.49e-13,0.003	15:91426560,15:91426560,15:91422543	-0.0784048829742783,0.0709706743716413,0.00881482218914234	0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029	-0.00719,-0.00719,-0.00719,-0.00719,-0.00719,-0.00719,-0.00719	0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029
ENSG00000182511_cg20992439	15	91410009	91449015	52	17.641345927669	26.1644628981194	18.8613019991046	28.1008160679279	31.3647068425085	8.52971362469473	9.7331275556992	27.5569280639017	1.24264818005642	26.3025541484075	25.0978140658331	19.0381751746116	10.465847323245	27.000221255171	0	21.5925896462505	34.0669503352822	26.7637894362675	36.0033035050907	39.2671942796713	12.4809573432762	17.6356149928621	35.4594155010645	5.19389189863785	34.2050415855703	29.0490577844145	22.989418893193	14.4170910418264	30.9514649737524	0	0.017	0.44	0.00029	0.03	0.0079	1.8e-06	3.2e-08	0.018	1.3e-09	0.005	0.29	0.00068	1.3e-07	0.19	7e-08	15:91416550	15:91416550	15:91416550	15:91426560	15:91426560	15:91416550	15:91416550	0.51	0.52	0.49	0.24	0.21	0.22	0.19	2.3e-12,1.89e-07,0.003	15:91426560,15:91416550,15:91422543	-0.0784048829742783,-0.0976094749914052,0.00881482218914234	0.00292,0.00292,0.00292,0.0029,0.0029,0.00292,0.00292	-0.00815,-0.00815,-0.00815,-0.00719,-0.00719,-0.00815,-0.00815	0.00292,0.00292,0.00292,0.0029,0.0029,0.00292,0.00292
ENSG00000140564_cg01930518	15	91397733	91433951	54	17.6039288664081	33.8088566803693	18.436198533165	34.6995608677795	41.1175410880301	18.6903780661686	19.5229948928923	34.8921158702702	0.848725718713131	41.0292534870041	40.1963290059032	18.3263599197286	19.3916603358074	40.8784815435172	0	21.5929129129724	41.7868247734979	26.4141666262935	42.677528960908	49.0955091811586	22.6793621127329	27.5009629860209	42.8700839633988	4.83770976527741	49.0072215801327	44.1853130524675	22.3153439662928	23.3806443823717	44.8674655900814	0	1.3e-08	0.00075	1.6e-10	1.8e-05	0.00011	3.8e-08	4.7e-10	2.2e-05	6.7e-16	0.01	0.83	2.6e-10	7.6e-10	0.16	5.3e-14	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	1	1	1	0.16	0.16	0.16	0.16	2.3e-12,4.49e-13,0.00638	15:91426560,15:91426560,15:91423543	-0.0784048829742783,0.0709706743716413,0.00814079676857309	0.00291,0.00291,0.00291,0.00291,0.00291,0.00291,0.00291	0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057	0.00291,0.00291,0.00291,0.00291,0.00291,0.00291,0.00291
ENSG00000182511_cg01930518	15	91397733	91433951	54	17.6039288664081	25.9853758285018	18.436198533165	27.4613520307582	30.8298852873112	8.38844974920762	9.2019252200262	26.7022894817389	0.848725718713131	25.8356096304022	25.0164162618756	18.3263599197286	9.86330344688824	26.3171271917951	0	21.5929129129724	33.9633439216303	26.4141666262935	35.4393201238868	38.8078533804398	12.3774337957719	17.1798933131548	34.6802575748674	4.83770976527741	33.8135777235308	29.0054003084399	22.3153439662928	13.8522874934525	30.3061112383593	0	0.02	0.48	0.00025	0.021	0.0061	2e-06	2.5e-08	0.0098	1.1e-09	0.0041	0.34	0.00042	8.8e-08	0.12	8.5e-08	15:91416550	15:91416550	15:91416550	15:91426560	15:91426560	15:91416550	15:91416550	0.47	0.48	0.46	0.15	0.13	0.14	0.12	2.3e-12,1.89e-07,0.00638	15:91426560,15:91416550,15:91423543	-0.0784048829742783,-0.0976094749914052,0.00814079676857309	0.00293,0.00293,0.00293,0.00291,0.00291,0.00293,0.00293	0.00692,0.00692,0.00692,0.0057,0.0057,0.00692,0.00692	0.00293,0.00293,0.00293,0.00291,0.00291,0.00293,0.00293
ENSG00000140564_cg25242556	15	91403646	91443170	61	17.48211298227	33.6498598544588	17.5900376031906	33.9605208399029	40.3559052987303	18.6528257959794	18.7612478135622	34.22088760376	0.131461136868936	40.2669445282016	40.1588169252345	17.9635006135181	19.1131016846766	40.6316441149513	0	21.5929868464433	41.8716075828055	25.8117853315372	42.1822685682495	48.5776530270769	22.7636996601527	26.9829955419088	42.4426353321067	4.24233500104225	48.4886922565483	44.2696907894078	22.0743744776914	23.2239755488499	44.7425179791247	0	1.2e-08	0.00078	8.2e-11	1.1e-05	6.4e-05	3.9e-08	2.7e-10	1.4e-05	3.5e-16	0.0058	0.86	2e-10	6.2e-10	0.14	5.1e-14	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	1	1	1	0.14	0.14	0.14	0.14	2.3e-12,4.49e-13,0.00344	15:91426560,15:91426560,15:91416605	-0.0784048829742783,0.0709706743716413,0.00855326975435397	0.00182,0.00182,0.00182,0.00182,0.00182,0.00182,0.00182	-0.00321,-0.00321,-0.00321,-0.00321,-0.00321,-0.00321,-0.00321	0.00182,0.00182,0.00182,0.00182,0.00182,0.00182,0.00182
ENSG00000182511_cg25242556	15	91403646	91443170	61	17.48211298227	25.8257620556639	17.5900376031906	26.3965265988446	30.0744577593577	8.35023403154304	8.45587079725198	26.304048416055	0.131461136868936	25.0136626658695	24.91696290636	17.9635006135181	8.92324801995223	25.7827192117426	0	21.5929868464433	34.0475097840105	25.8117853315372	34.6182743271912	38.2962054877043	12.4611078957164	16.6776185255986	34.5257961444017	4.24233500104225	33.2354103942161	29.0278367705333	22.0743744776914	13.0341218841255	29.8935930759159	0	0.02	0.53	0.00014	0.0093	0.0037	2.2e-06	1.5e-08	0.0085	6e-10	0.0023	0.35	0.00033	3.9e-08	0.083	8.6e-08	15:91416550	15:91416550	15:91416550	15:91416550	15:91426560	15:91416550	15:91416550	0.44	0.44	0.43	0.1	0.091	0.092	0.083	2.3e-12,1.89e-07,0.00344	15:91426560,15:91416550,15:91416605	-0.0784048829742783,-0.0976094749914052,0.00855326975435397	0.00184,0.00184,0.00184,0.00184,0.00182,0.00184,0.00184	-0.00401,-0.00401,-0.00401,-0.00401,-0.00321,-0.00401,-0.00401	0.00184,0.00184,0.00184,0.00184,0.00182,0.00184,0.00184
ENSG00000140564_cg20507228	15	91440302	91480010	55	3.75041098992289	7.48703794000855	4.277096811764	7.47740976458458	12.039676375833	3.73769759042239	4.2714389663781	7.98814444557541	0.544251529619492	5.18372196573523	4.65540812920657	4.25141900800962	3.72861835759741	5.05996624060972	0	7.75774417515536	15.5017043104735	12.2917631822289	15.4920761350495	20.054342746298	7.74503077565486	12.286105336843	16.0028108160404	4.55158471485196	13.1983883362002	8.66274131443904	8.25875219324209	7.73595154282988	9.06729942584219	0	0.15	0.035	0.0014	0.00035	0.00033	0.15	0.0014	0.00058	0.0061	3.5e-05	0.0037	0.0025	0.0015	0.00056	0.65	15:91460302	15:91442215	15:91460302	15:91442215	15:91460302	15:91442215	15:91460302	0.0074	0.0062	0.0043	0.0055	0.0036	0.0024	0.00056	5.33e-05,5.78e-06,0.00412	15:91460302,15:91442215,15:91460284	0.0487996879336047,-0.0537908028515529,0.00876441818177749	0.00323,0.00383,0.00323,0.00383,0.00323,0.00383,0.00323	0.00567,0.00405,0.00567,0.00405,0.00567,0.00405,0.00567	0.00323,0.00383,0.00323,0.00383,0.00323,0.00383,0.00323
ENSG00000182511_cg20507228	15	91440302	91480010	61	3.73005811092042	9.1131935934941	4.2435174494026	9.53906556005786	13.8047370608392	5.43527417543159	5.94966312346145	9.60226576983598	0.529287245391885	10.8106954863473	10.2964021293579	4.21633506860802	5.86148704103585	10.7289630613262	0	7.84093197509373	17.3349413218407	12.4652651777492	17.7608132884045	22.0264847891858	9.5461480396049	14.1714108518081	17.8240134981826	4.6401611095652	19.032443214694	14.4072759935313	8.32720893278133	9.97236090520916	14.8398369254995	0	0.049	0.065	5e-04	0.001	0.00071	0.27	0.0028	0.0011	0.002	0.0036	0.35	8e-04	0.0042	0.054	0.19	15:91441729	15:91441729	15:91441729	15:91441729	15:91441729	15:91441207	15:91441729	0.41	0.41	0.41	0.061	0.056	0.059	0.054	5.33e-05,5.92e-06,0.00412	15:91460302,15:91441207,15:91460284	0.0487996879336047,0.0905913986462347,0.00876441818177749	0.0029,0.0029,0.0029,0.0029,0.0029,0.00284,0.0029	-0.00509,-0.00509,-0.00509,-0.00509,-0.00509,-0.00493,-0.00509	0.0029,0.0029,0.0029,0.0029,0.0029,0.00284,0.0029
ENSG00000140564_cg08724371	15	91422543	91460629	58	17.4896886837097	32.3026757715249	17.5038623137235	32.1850523761666	40.3952766210315	18.8306890890662	18.8448730300635	32.2222682705341	0.0311309631648742	40.3768103229805	40.3626626494701	17.4957410676783	18.8361383744788	40.3702316164773	0	21.5501316942561	40.4235617926177	25.6247483348164	40.3059383972595	48.5161626421243	22.8911320996127	26.9657590511564	40.343154291627	4.09157397371129	48.4976963440734	44.4231056600165	21.5561840782247	22.8965813850252	44.4306746270237	0	1.1e-08	0.00017	6.2e-11	1.5e-06	5.4e-05	4e-08	2.4e-10	1.5e-06	2.8e-16	0.0053	0.9	1.1e-10	4e-10	0.091	4.6e-14	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	1	1	1	0.091	0.091	0.091	0.091	2.3e-12,4.49e-13,0.00749	15:91426560,15:91426560,15:91431856	-0.0784048829742783,0.0709706743716413,0.00668181504147467	0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021	0.00261,0.00261,0.00261,0.00261,0.00261,0.00261,0.00261	0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021
ENSG00000182511_cg08724371	15	91422543	91460629	58	17.4896886837097	25.3748790360361	17.5038623137235	25.189798745689	29.4677888055271	7.88654667483835	7.90368950383811	25.3810662239738	0.0311309631648742	22.8488929068983	22.8330220073676	17.4957410676783	7.70158886589908	22.7344595690066	0	21.5501316942561	33.495765057129	25.6247483348164	33.3106847667819	37.5886748266199	11.9469896853848	16.0245755249309	33.5019522450666	4.09157397371129	30.9697789279911	26.893465017914	21.5561840782247	11.7620318764455	26.7949025795531	0	0.052	0.81	0.00031	0.0067	0.0048	3.5e-06	2.1e-08	0.0081	1.4e-09	0.00065	0.11	0.00053	2.9e-08	0.0099	2.3e-07	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	0.13	0.13	0.12	0.025	0.019	0.017	0.0099	2.3e-12,4.26e-07,0.00749	15:91426560,15:91423543,15:91431856	-0.0784048829742783,-0.0946080826552054,0.00668181504147467	0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021	0.00261,0.00261,0.00261,0.00261,0.00261,0.00261,0.00261	0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021
